ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,codeReference
rata1245-aes,rata1245,aes,6,aes-extinct,Ratagnon (btn-btn) = 10 (Extinct).,,
masb1237-aes,masb1237,aes,1,aes-not_endangered,"Sorsoganon, Northern (bks-bks) = 6a* (Vigorous).",701778,
masb1238-aes,masb1238,aes,1,aes-not_endangered,"Masbatenyo (msb-msb) = 3 (Wider communication). Statutory language of provincial identity in Masbate Province (1991, ACFLC Section 3(f)). Became the lingua franca for the province of Masbate and the whole northen half of Masbate island in the 19th century. Used at home, at market, work, education, newspapers, church, and radio programs.",701778,
hili1240-aes,hili1240,aes,1,aes-not_endangered,"Hiligaynon (hil-hil) = 3 (Wider communication). Statutory language of provincial identity in Iloilo, 4 other provinces (1991, ACFLC Section 3(f)). Native to the Philippines; became widespread in the 19th century at the end of Spanish colonial era. Used in farming, fishing, and education.",701778,
capi1239-aes,capi1239,aes,1,aes-not_endangered,Capiznon (cps-cps) = 6a* (Vigorous).,701778,
kina1252-aes,kina1252,aes,1,aes-not_endangered,Kinabalian (cbw-cbw) = 6a* (Vigorous).,701778,
bayb1234-aes,bayb1234,aes,1,aes-not_endangered,Baybayanon (bvy-bvy) = 6a* (Vigorous).,701778,
wara1300-aes,wara1300,aes,1,aes-not_endangered,"Waray-Waray (war-war) = 3 (Wider communication). Statutory language of provincial identity in Samar, Leyte islands (1991, ACFLC Section 3(f)). Increasing since the second half of the 16th century under Spanish rule, Waray-Waray is native to and widely spoken in the Eastern Visayas Region of the Philippines. Used in daily life and most informal situations.",701778,
west2555-aes,west2555,aes,2,aes-threatened,"Western Bukidnon Manobo (6250-mbb) = Vulnerable (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
ilia1236-aes,ilia1236,aes,1,aes-not_endangered,"Manobo, Ilianen (mbi-mbi) = 5* (Developing).",701778,
mati1250-aes,mati1250,aes,1,aes-not_endangered,"Manobo, Matigsalug (mbt-mbt) = 5 (Developing).",701778,
atam1240-aes,atam1240,aes,1,aes-not_endangered,"Manobo, Ata (atd-atd) = 5* (Developing).",701778,
agus1235-aes,agus1235,aes,1,aes-not_endangered,"Manobo, Agusan (msm-msm) = 5* (Developing).",701778,
raja1254-aes,raja1254,aes,1,aes-not_endangered,"Manobo, Rajah Kabunsuwan (mqk-mqk) = 6a* (Vigorous).",701778,
diba1242-aes,diba1242,aes,1,aes-not_endangered,"Manobo, Dibabawon (mbd-mbd) = 5* (Developing).",701778,
cent2091-aes,cent2091,aes,1,aes-not_endangered,"Palawano, Central (plc-plc) = 5* (Developing).",701778,
talo1251-aes,talo1251,aes,3,aes-shifting,"Talondo' (2788-tln) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
kalu1247-aes,kalu1247,aes,1,aes-not_endangered,Kalumpang (kli-kli) = 6a (Vigorous).,701778,
east2485-aes,east2485,aes,3,aes-shifting,"Eastern Penan (1127-pez) = Threatened (80 percent certain, based on the evidence available) (While the Penan are not currently declining in number—in fact their total population is increasing (Sercombe 2002b)—the domains of use for the language are shrinking as their hunting and gathering way of life becomes unsustainable. Essentially, foraging has become more of a supplementary socio‐economic activity than a means of basic subsistence (cf. Harrison 2007). Formal education and literacy training, in Malay and English, have also usurped some aspects of socialization and informal education in Penan.) [Sercombe 2009](cldf:sercombe:09)",569683,
rung1259-aes,rung1259,aes,2,aes-threatened,Rungus (drg-drg) = 6b (Threatened).,701778,
cent2100-aes,cent2100,aes,2,aes-threatened,Kadazan Dusun (dtp-dtp) = 6b (Threatened).,701778,
uppe1427-aes,uppe1427,aes,2,aes-threatened,"Kinabatangan, Upper (dmg-dmg) = 6b (Threatened).",701778,
lana1236-aes,lana1236,aes,2,aes-threatened,"Lobu, Lanas (ruu-ruu) = 6b (Threatened).",701778,
tamp1254-aes,tamp1254,aes,2,aes-threatened,"Lobu, Tampias (low-low) = 6b* (Threatened).",701778,
gana1277-aes,gana1277,aes,3,aes-shifting,"Gana (4235-gnq) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
palu1253-aes,palu1253,aes,2,aes-threatened,"Murut, Paluan (plz-plz) = 6b* (Threatened).",701778,
kala1391-aes,kala1391,aes,2,aes-threatened,"Murut, Kalabakan (kve-kve) = 6b (Threatened).",701778,
okol1241-aes,okol1241,aes,2,aes-threatened,Okolod (kqv-kqv) = 6b* (Threatened).,701778,
iban1264-aes,iban1264,aes,1,aes-not_endangered,"Iban (iba-iba) = 3 (Wider communication). Provincially recognized language in Sarawak (1977, Ordinance, Majlis Adat Istiadat Sarawak), authorized for use in state legislative assembly and to be represented to state government by Majlis Adat Istiadat Sarawak (Council for Customs and Traditions). Originated on Borneo Island; Iban people migrated to Malaysia and settled in the state of Sarawak. In 1840 during the British colonization period, Iban language became widely spoken. Used in education, media, literature, and music.",701778,
remu1237-aes,remu1237,aes,2,aes-threatened,"Remun (9789-lkj) = Vulnerable (100 percent certain, based on the evidence available) (The Remun inhabit a complex polyglossic linguistic environment and most interact using a variety of codes on a daily basis. Outside of Kampong Remun, the younger generation uses Iban almost exclusively. The area used in this study represents the core of Ramun resistance to Iban linguistic influence.) [Cullip 2000](cldf:cullip:00)",569683,
bera1262-aes,bera1262,aes,2,aes-threatened,"Malay, Berau (bve-bve) = 6b (Threatened).",701778,
banj1239-aes,banj1239,aes,1,aes-not_endangered,"Banjar (bjn-bjn) = 3 (Wider communication). Spoken on the east coast of Kalimantan. Increased in the 17th century under Dutch colonial rule. Used in trade, fishing, farming, plantations, transportation, and mining.",701778,
buki1247-aes,buki1247,aes,2,aes-threatened,"Malay, Bukit (bvu-bvu) = 6b (Threatened).",701778,
band1353-aes,band1353,aes,2,aes-threatened,"Malay, Banda (bpq-bpq) = 6b (Threatened).",701778,
ambo1250-aes,ambo1250,aes,1,aes-not_endangered,"Malay, Ambonese (abs-abs) = 3 (Wider communication). Developed on the island of Ambon in 16th century. First used as trade language. Used in market domain and media.",701778,
nort2828-aes,nort2828,aes,1,aes-not_endangered,"Malay, North Moluccan (max-max) = 3 (Wider communication). Lingua franca in Tidore in 1512; widespread medium of communication, trade language.",701778,
mala1481-aes,mala1481,aes,1,aes-not_endangered,"Malay, Manado (xmm-xmm) = 3 (Wider communication). ﻿Developed in 1658 under Dutch colonial period. Important, growing lingua franca in much of Sulawesi.",701778,
gora1261-aes,gora1261,aes,3,aes-shifting,"Gorap (1765-goq) = Endangered (40 percent certain, based on the evidence available) [Wurm 2007](cldf:wurm:07:1)",569683,
peka1242-aes,peka1242,aes,2,aes-threatened,Pekal (pel-pel) = 6b (Threatened).,701778,
nege1240-aes,nege1240,aes,2,aes-threatened,Negeri Sembilan Malay (zmi-zmi) = 6b* (Threatened).,701778,
lubu1241-aes,lubu1241,aes,2,aes-threatened,Lubu (lcf-lcf) = 6b (Threatened).,701778,
mina1268-aes,mina1268,aes,2,aes-threatened,Minangkabau (min-min) = 6b (Threatened).,701778,
tesa1236-aes,tesa1236,aes,1,aes-not_endangered,"Malagasy, Tesaka (tkg-tkg) = 6a (Vigorous).",701778,
sout2920-aes,sout2920,aes,1,aes-not_endangered,"Malagasy, Southern Betsimisaraka (bzc-bzc) = 6a (Vigorous).",701778,
plat1254-aes,plat1254,aes,1,aes-not_endangered,"Malagasy, Merina (plt-plt) = 1 (National). Statutory national language (2010, Provisional Constitution, Article 6), use limited in higher education.",701778,
anta1255-aes,anta1255,aes,1,aes-not_endangered,"Malagasy, Antankarana (xmv-xmv) = 6a (Vigorous).",701778,
kama1362-aes,kama1362,aes,6,aes-extinct,Kamarian (kzx-kzx) = 9 (Dormant).,701778,
amga1235-aes,amga1235,aes,1,aes-not_endangered,"Ifugao, Amganad (ifa-ifa) = 5 (Developing).",701778,
tuwa1243-aes,tuwa1243,aes,1,aes-not_endangered,"Ifugao, Tuwali (ifk-ifk) = 4 (Educational).",701778,
inla1260-aes,inla1260,aes,2,aes-threatened,"Itneg, Inlaud (iti-iti) = 6b (Threatened).",701778,
bino1237-aes,bino1237,aes,2,aes-threatened,"Itneg, Binongan (itb-itb) = 6b (Threatened).",701778,
iwak1237-aes,iwak1237,aes,2,aes-threatened,I-wak (iwk-iwk) = 6b (Threatened).,701778,
kara1487-aes,kara1487,aes,1,aes-not_endangered,Karao (kyj-kyj) = 5 (Developing).,701778,
ibal1244-aes,ibal1244,aes,1,aes-not_endangered,Ibaloi (ibl-ibl) = 5* (Developing).,701778,
ngad1261-aes,ngad1261,aes,1,aes-not_endangered,Ngad’a (nxg-nxg) = 6a* (Vigorous).,701778,
namu1249-aes,namu1249,aes,2,aes-threatened,Namut-Nginamanu (NOCODE_Namut-Nginamanu-NOCODE_Namut-Nginamanu) = 6b (Threatened).,,
rong1269-aes,rong1269,aes,3,aes-shifting,"Rongga (1856-ror) = Threatened (80 percent certain, based on the evidence available) (Community-internal and community-external factors for language maintenance or loyalty
disadvantage Rongga. The following combined factors impose heavy pressure on Rongga:
a negative attitude towards their language, the small size of the population, unstable
bilingualism favouring Indonesian, unhelpful national and regional/local settings (e.g. the national language policy, its non lingua franca status, low participation in regional
politics).""

""Rongga is relatively healthy only in certain places at the moment, particularly in its core
interior territories, e.g. the southern part of the village of Bamo, but it is endangered in
other parts,such asin Tanarata. The prospect of itssurvival appearsto be quite faintsince
even Rongga in the interior parts is now under serious threat due to the opening of a big
new road and also an upgrade of the existing ones for a mining project.) [Arka 2004](cldf:arka:04:1)",569683,
hmon1331-aes,hmon1331,aes,1,aes-not_endangered,Sinicized Miao (hmz-hmz) = 6a* (Vigorous). Language of recognized nationality: Miao.,701778,
horn1235-aes,horn1235,aes,1,aes-not_endangered,"Miao, Horned (hrm-hrm) = 6a* (Vigorous). Language of recognized nationality: Miao.",701778,
laka1252-aes,laka1252,aes,1,aes-not_endangered,Laka (lak-lak) = 6a* (Vigorous).,586901,
yoso1239-aes,yoso1239,aes,2,aes-threatened,"Western Alta Mixtec (10537) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
sanm1295-aes,sanm1295,aes,2,aes-threatened,"Western Alta Mixtec (10537) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
itun1239-aes,itun1239,aes,2,aes-threatened,"Western Alta Mixtec (10537) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
yucu1250-aes,yucu1250,aes,2,aes-threatened,"Western Alta Mixtec (10537) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
sanj1282-aes,sanj1282,aes,2,aes-threatened,"Western Alta Mixtec (10537) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
huit1252-aes,huit1252,aes,2,aes-threatened,"Eastern Alta Mixtec (10529) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
yuta1240-aes,yuta1240,aes,2,aes-threatened,"Eastern Alta Mixtec (10529) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
tama1339-aes,tama1339,aes,2,aes-threatened,"Eastern Alta Mixtec (10529) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
mitl1235-aes,mitl1235,aes,2,aes-threatened,"Eastern Alta Mixtec (10529) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
peno1244-aes,peno1244,aes,2,aes-threatened,"Eastern Alta Mixtec (10529) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
tlaz1235-aes,tlaz1235,aes,2,aes-threatened,"Eastern Alta Mixtec (10529) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
ayut1236-aes,ayut1236,aes,2,aes-threatened,"Southern Baja Mixtec (10535) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
yolo1241-aes,yolo1241,aes,2,aes-threatened,"Guerrero Mixtec (10530) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
sanf1264-aes,sanf1264,aes,2,aes-threatened,"Popoloca (5287) = Vulnerable (20 percent certain, based on the evidence available) [Sánchez et al. 2012](cldf:sanchez:martinez:etal:12)",569683,
sant1454-aes,sant1454,aes,2,aes-threatened,"Popoloca (5287) = Vulnerable (20 percent certain, based on the evidence available) [Sánchez et al. 2012](cldf:sanchez:martinez:etal:12)",569683,
mezo1235-aes,mezo1235,aes,2,aes-threatened,"Popoloca (5287) = Vulnerable (20 percent certain, based on the evidence available) [Sánchez et al. 2012](cldf:sanchez:martinez:etal:12)",569683,
coat1243-aes,coat1243,aes,4,aes-moribund,"Coatec Zapotec (10954) = Severely Endangered (40 percent certain, based on the evidence available) (The language is endangered in all of the towns where it is spoken, but more so in the Coatlanes than in the Loxichas. In the Coatlanes speakers are in their seventies and older but in the Loxichas there may be speakers in their fifties.) [Beam de Azcona 2021](cldf:beamdeazcona:21)",569683,
sanb1241-aes,sanb1241,aes,3,aes-shifting,"Zapotec, San Baltazar Loxicha (zpx-zpx) = 7 (Shifting).",701778,
loxi1235-aes,loxi1235,aes,2,aes-threatened,"Coatlán Zapotec (8794-ztp) = Vulnerable (20 percent certain, based on the evidence available)",569683,
miah1235-aes,miah1235,aes,2,aes-threatened,"Coatlán Zapotec (8794-zam) = Vulnerable (20 percent certain, based on the evidence available)",569683,
sana1286-aes,sana1286,aes,4,aes-moribund,"San Agustín Mixtepec Zapotec (3116-ztm) = Severely Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
ozol1235-aes,ozol1235,aes,2,aes-threatened,"Coatlán Zapotec (8794-zao) = Vulnerable (20 percent certain, based on the evidence available)",569683,
guil1236-aes,guil1236,aes,1,aes-not_endangered,"Zapotec, Güilá (ztu-ztu) = 6a* (Vigorous).",701778,
sanj1284-aes,sanj1284,aes,3,aes-shifting,"Zapotec of the Valleys, central (946-) = Severely endangered; Zapotec of the Valleys, middle northwest (955-) = Definitely endangered; Zapotec of the Valleys north (947-) = Severely endangered",550905,
lapa1249-aes,lapa1249,aes,2,aes-threatened,"Coatlán Zapotec (8794-ztl) = Vulnerable (20 percent certain, based on the evidence available)",569683,
xana1235-aes,xana1235,aes,2,aes-threatened,"Coatlán Zapotec (8794-ztg) = Vulnerable (20 percent certain, based on the evidence available)",569683,
sant1451-aes,sant1451,aes,2,aes-threatened,"Zapotec, Santa María Quiegolani (zpi-zpi) = 6b* (Threatened).",701778,
xada1235-aes,xada1235,aes,3,aes-shifting,"Zapotec, Xadani (zax-zax) = 7 (Shifting).",701778,
sant1452-aes,sant1452,aes,2,aes-threatened,"Coatlán Zapotec (8794-zpr) = Vulnerable (20 percent certain, based on the evidence available)",569683,
sier1250-aes,sier1250,aes,2,aes-threatened,"Ixtlán (8749) = Vulnerable (20 percent certain, based on the evidence available) (Developing) [Lewis et al. 2016](cldf:lewis:paul:etal:ed:16)",569683,
sout3005-aes,sout3005,aes,2,aes-threatened,"Ixtlán (8749) = Vulnerable (20 percent certain, based on the evidence available) (Developing) [Lewis et al. 2016](cldf:lewis:paul:etal:ed:16)",569683,
aloa1235-aes,aloa1235,aes,1,aes-not_endangered,"Zapotec, Aloápam (zaq-zaq) = 5* (Developing).",701778,
yare1249-aes,yare1249,aes,2,aes-threatened,"Ixtlán (8749) = Vulnerable (20 percent certain, based on the evidence available) (Developing) [Lewis et al. 2016](cldf:lewis:paul:etal:ed:16)",569683,
yate1242-aes,yate1242,aes,1,aes-not_endangered,"Zapotec, Yatee (zty-zty) = 5* (Developing).",701778,
rinc1236-aes,rinc1236,aes,3,aes-shifting,"Rincón (8789) = Threatened (20 percent certain, based on the evidence available) (Developing) [Lewis et al. 2016](cldf:lewis:paul:etal:ed:16)",569683,
cajo1238-aes,cajo1238,aes,1,aes-not_endangered,"Zapotec, Cajonos (zad-zad) = 5* (Developing).",701778,
zoog1238-aes,zoog1238,aes,2,aes-threatened,"Zapotec, Zoogocho (zpq-zpq) = 6b* (Threatened).",701778,
taba1268-aes,taba1268,aes,2,aes-threatened,"Zapotec, Tabaa (zat-zat) = 6b* (Threatened).",701778,
yala1267-aes,yala1267,aes,1,aes-not_endangered,"Zapotec, Yalálag (zpu-zpu) = 5* (Developing).",701778,
yatz1235-aes,yatz1235,aes,2,aes-threatened,"Zapotec, Yatzachi (zav-zav) = 6b* (Threatened).",701778,
atta1243-aes,atta1243,aes,1,aes-not_endangered,"Kurumba, Attapady (pkr-pkr) = 6a (Vigorous).",701778,
mudu1239-aes,mudu1239,aes,1,aes-not_endangered,Muduga (udg-udg) = 6a (Vigorous).,701778,
talu1238-aes,talu1238,aes,2,aes-threatened,"Talu (5172-yta) = Vulnerable (20 percent certain, based on the evidence available) (Potentially endangered.) [Bradley 2007](cldf:bradley:07)",569683,
sout3129-aes,sout3129,aes,2,aes-threatened,"Lolopo, Southern (ysp-ysp) = 6b (Threatened). Language of recognized nationality: Yi.",701778,
mili1235-aes,mili1235,aes,2,aes-threatened,Mili (ymh-ymh) = 6b (Threatened). Language of recognized nationality: Yi.,701778,
farn1234-aes,farn1234,aes,1,aes-not_endangered,"Nisu, Northwestern (nsf-nsf) = 6a (Vigorous). Language of recognized nationality: Yi.",701778,
aluo1235-aes,aluo1235,aes,3,aes-shifting,"Aluo (7249-yna) = Endangered (40 percent certain, based on the evidence available) [Bradley 2007](cldf:bradley:07)",569683,
sich1238-aes,sich1238,aes,1,aes-not_endangered,Nuosu (iii-iii) = 4 (Educational). Language of recognized nationality: Yi.,701778,
axiy1235-aes,axiy1235,aes,2,aes-threatened,Axi (yix-yix) = 6b (Threatened). Language of recognized nationality: Yi.,701778,
azhe1235-aes,azhe1235,aes,1,aes-not_endangered,Azhe (yiz-yiz) = 6a* (Vigorous). Language of recognized nationality: Yi.,701778,
alop1235-aes,alop1235,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
phol1237-aes,phol1237,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
phuz1235-aes,phuz1235,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
phup1239-aes,phup1239,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
alug1235-aes,alug1235,aes,1,aes-not_endangered,Alugu (aub-aub) = 6a (Vigorous). Language of recognized nationality: Yi.,701778,
phup1237-aes,phup1237,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
phuk1235-aes,phuk1235,aes,2,aes-threatened,"Phula (4964-phh) = Vulnerable (20 percent certain, based on the evidence available) (shifting to Vietnamese and other ethnic languages in the region; should be considered highly endangered.) [Pelkey 2011](cldf:pelkey:11:2)",569683,
hlep1236-aes,hlep1236,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
anip1235-aes,anip1235,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
labo1243-aes,labo1243,aes,2,aes-threatened,"Phula (China) (2245-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Vulnerable; Phula (Viet Nam) (2244-ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz) = Definitely endangered",550905,
lagh1245-aes,lagh1245,aes,3,aes-shifting,"Laghuu (4498-lgh) = Endangered (20 percent certain, based on the evidence available) (Potentially endangered.) [Bradley 2007](cldf:bradley:07)",569683,
akha1245-aes,akha1245,aes,1,aes-not_endangered,Akha (ahk-ahk) = 5 (Developing). Language of recognized nationality: Hani.,701778,
chep1243-aes,chep1243,aes,3,aes-shifting,"Chepya (5181-ycp) = Threatened (20 percent certain, based on the evidence available) [Bradley 2007](cldf:bradley:07)",569683,
muda1235-aes,muda1235,aes,3,aes-shifting,"Muda (5185-ymd) = Threatened (20 percent certain, based on the evidence available) (Potentially endangered.) [Bradley 2007](cldf:bradley:07)",569683,
pyen1239-aes,pyen1239,aes,1,aes-not_endangered,Pyen (pyy-pyy) = 5 (Developing).,701778,
bisu1244-aes,bisu1244,aes,3,aes-shifting,"Bisu (4023-bzi) = Threatened (20 percent certain, based on the evidence available) (Thailand: in Phadaeng village, the language is moribund, and in Takaw, recently extinct.) [Bradley 2007](cldf:bradley:07)",569683,
laom1237-aes,laom1237,aes,3,aes-shifting,"Laomian (4543-lwm) = Threatened (80 percent certain, based on the evidence available) (""The distribution of the Laomian and Laopin people has led to a complex language usage situation. Their original mother tongues are usually only spoken within their own communities. In villages that are predominantly Laomian or Laopin, these languages are spoken within the villages themselves; whereas in villages which include different ethnic groups, their use is confined to the home in some of the households of Laomian or Laopin speakers. In markets or other public places outside the village, and when communicating with other ethnic groups, they use the main local ethnic language and have been doing so far a long time. Lahu is spoken in Lancang, Menglian, and Ximeng Counties, while Dai is the local language in Menghai County. Therefore, the vast majority of Laomian and Laopin people are at least bilingual, especially the Laomian who live in heterogeneous communities. Most of them can speak one or more other ethnic languages, which nearly always includes Lahu. The other languages spoken are, in descending order, Dai, Hani and Wa. Due to prolonged restriction in its domains of usage, Laomian is not being transmitted to children in those villages where they live among other ethnic groups. Increasing numbers of young people are abandoning Laomian and shifting to Lahu. Therefore, the average age of Laomian speakers in such villages in increasing. In some villages, only those over the ages of sixty or seventy can still speak Laomian.
Over the past decade, rapid economic development has opened up many ethnic minority areas. The influence of the Chinese language on the social life of ethnic minorities has become increasingly marked, with rapid spread of Chinese and development of multilingualism. This general trend has directly affected Laomian and Laopin, in that Chinese has now become an important language spoken by Laomian and Laopin people. Not only in villages where they live among other ethnic groups, but even in villages which are predominantly Laomian and Laopin, there has been a marked increase in the number of people who can also speak Chinese."" (p.101)) [Xu 2005](cldf:xu:05)",569683,
lamo1245-aes,lamo1245,aes,2,aes-threatened,Lamo (NOCODE_Lamo-NOCODE_Lamo) = 6b* (Threatened).,562647,
tsum1240-aes,tsum1240,aes,3,aes-shifting,"Tsum (3490-ttz) = Threatened (20 percent certain, based on the evidence available) (Most domains) [Lewis 2009](cldf:lewis:ed:09)",569683,
mugo1238-aes,mugo1238,aes,1,aes-not_endangered,Mugom-Karmarong (muk-muk) = 6a (Vigorous). Language of recognized indigenous nationality: Mugali.,701778,
lowa1242-aes,lowa1242,aes,3,aes-shifting,Loke Tibetan (1156-) = Definitely endangered,550905,
jire1238-aes,jire1238,aes,3,aes-shifting,"Jirel (4340-jul) = Threatened (20 percent certain, based on the evidence available) [ed. 2010](cldf:ed:10)",569683,
dolp1239-aes,dolp1239,aes,3,aes-shifting,"Dolpo (4105-dre) = Threatened (20 percent certain, based on the evidence available) [van Driem 2007](cldf:driem:07)",569683,
tich1238-aes,tich1238,aes,1,aes-not_endangered,Tichurong (tcn-tcn) = 6a (Vigorous).,701778,
tsek1238-aes,tsek1238,aes,2,aes-threatened,Tseku (tsk-tsk) = 6b* (Threatened). Language of recognized nationality: Tibetan.,660784,
dzon1239-aes,dzon1239,aes,2,aes-threatened,Dzongkha (1253-dzo) = Vulnerable,550905,
luna1243-aes,luna1243,aes,2,aes-threatened,Lunanakha (luk-luk) = 6b* (Threatened).,701778,
laya1253-aes,laya1253,aes,2,aes-threatened,Layakha (lya-lya) = 6b* (Threatened).,701778,
cent2041-aes,cent2041,aes,1,aes-not_endangered,"Grebo, Central (grv-grv) = 6a* (Vigorous).",701778,
gbol1235-aes,gbol1235,aes,1,aes-not_endangered,"Grebo, Gboloo (gec-gec) = 6a* (Vigorous).",701778,
cuma1241-aes,cuma1241,aes,6,aes-extinct,Kuman (qwm-qwm) = 10 (Extinct).,701778,
krik1239-aes,krik1239,aes,3,aes-shifting,"Krikatí (2671-xri) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
krah1246-aes,krah1246,aes,3,aes-shifting,"Krahô (3087-xra) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
jora1240-aes,jora1240,aes,6,aes-extinct,Jorá (jor-jor) = 10 (Extinct).,701778,
siri1273-aes,siri1273,aes,5,aes-nearly_extinct,"Sirionó (2730-srq) = Critically Endangered (60 percent certain, based on the evidence available) (No intergenerational transmission
la lengua siriono es en peligro de extinción y la población que conoce esa lengua se reduce poco a poco, sin transmisión intergeneracional (p7).
[The Siriono language is in danger of extinction and the population that knows this language is being reduced little by little, without intergenerational transmission.]) [Gasparini and Mendez 2015](cldf:gasparini:mendez:15)",569683,
yuqu1240-aes,yuqu1240,aes,3,aes-shifting,"Yuki (633-yuq) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
para1311-aes,para1311,aes,1,aes-not_endangered,"Guaraní, Paraguayan (gug-gug) = 1 (National). Statutory national language (2010, No. 4251, Language Law, Article 3).",701778,
chir1286-aes,chir1286,aes,3,aes-shifting,"Ñandeva (2920-nhd) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
tapi1253-aes,tapi1253,aes,3,aes-shifting,"Tapiete (2921-tpj) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
east2555-aes,east2555,aes,2,aes-threatened,"Ava-Guaraní (1905-gui) = Definitely endangered; Guaraní Boliviano (1927-gnw, gui) = Vulnerable",550905,
kari1317-aes,kari1317,aes,4,aes-moribund,"Karipuna (3107-kuq) = Severely Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
tenh1241-aes,tenh1241,aes,3,aes-shifting,"Tenharín (2155-pah) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
